monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
4740.02,0.1734,9.0,Bachelors,West,Female,Group_A,Adult,0
8128.97,0.0819,14.0,No Degree,East,Male,Group_B,Adult,1
6942.32,0.1784,8.5,High School,West,Non-Binary,Group_A,Adult,1
5042.7,0.3821,7.8,High School,Central,Male,Group_A,Young,0
4314.24,0.5258,13.6,High School,West,Female,Group_B,Senior,1
2025.0,0.022,13.9,Bachelors,East,Male,Group_C,Young,0
9376.85,0.0075,11.1,Bachelors,East,Male,Group_A,Adult,1
3930.22,0.0653,6.5,No Degree,North,Male,Group_A,Adult,0
10693.81,0.4328,17.7,Bachelors,East,Male,Group_B,Adult,1
5421.1,0.1094,12.0,High School,South,Male,Group_B,Young,1
13529.69,0.3129,8.5,High School,Central,Non-Binary,Group_B,Adult,0
6655.25,0.3321,8.6,Bachelors,East,Female,Group_B,Adult,1
2401.84,0.141,13.3,Bachelors,South,Male,Group_C,Young,0
3614.8,0.4493,8.5,High School,East,Female,Group_D,Adult,0
4516.23,0.2779,2.4,High School,Central,Female,Group_B,Young,0
3175.14,0.3484,6.4,Masters,East,Female,Group_B,Adult,0
4070.29,0.1834,5.8,High School,Central,Female,Group_A,Young,0
2481.28,0.4269,11.9,Bachelors,North,Female,Group_B,Adult,0
4928.85,0.2997,13.0,Bachelors,Central,Male,Group_A,Adult,0
5534.22,0.0968,6.5,High School,East,Female,Group_B,Adult,0
2974.84,0.4558,11.9,High School,West,Female,Group_A,Adult,0
12966.54,0.117,7.2,High School,North,Female,Group_B,Adult,1
5073.35,0.218,9.3,High School,North,Male,Group_D,Senior,1
3267.01,0.0749,6.6,High School,West,Non-Binary,Group_A,Adult,0
2175.97,0.1135,8.0,Bachelors,South,Male,Group_C,Adult,0
5064.3,0.0976,11.2,High School,East,Female,Group_A,Adult,0
4314.58,0.305,10.7,High School,South,Female,Group_C,Young,0
7270.06,0.2098,9.1,High School,North,Female,Group_A,Young,0
4574.78,0.1095,6.6,Bachelors,Central,Male,Group_A,Young,0
2705.77,0.112,13.2,Masters,West,Female,Group_B,Adult,1
11331.7,0.0745,8.4,High School,East,Male,Group_A,Young,1
6110.8,0.0865,7.1,Bachelors,West,Female,Group_A,Adult,1
4328.37,0.0867,4.7,Bachelors,North,Male,Group_C,Adult,0
5336.47,0.5805,5.1,High School,South,Male,Group_C,Young,0
6229.31,0.2797,4.5,High School,South,Male,Group_C,Adult,0
2405.64,0.3579,8.2,High School,Central,Female,Group_A,Adult,0
5317.97,0.21,7.4,High School,North,Female,Group_C,Senior,0
3924.28,0.1779,11.8,Bachelors,East,Male,Group_B,Adult,1
6333.76,0.2767,27.2,Bachelors,West,Female,Group_B,Adult,1
3394.49,0.0766,6.2,No Degree,North,Male,Group_A,Young,1
3632.4,0.0651,5.5,PhD,East,Female,Group_B,Young,0
11287.32,0.53,17.7,High School,South,Female,Group_C,Adult,0
9094.78,0.5108,3.8,High School,East,Female,Group_D,Young,0
945.98,0.414,5.4,No Degree,West,Female,Group_B,Adult,0
8763.77,0.1302,6.9,Bachelors,East,Male,Group_A,Adult,1
4737.07,0.4873,13.7,Bachelors,West,Female,Group_A,Young,0
3449.24,0.4801,6.5,Bachelors,North,Female,Group_B,Young,0
2970.28,0.3119,12.7,Bachelors,West,Male,Group_A,Young,0
3057.77,0.3888,14.7,Bachelors,Central,Female,Group_A,Young,0
3498.3,0.1464,16.8,Masters,North,Female,Group_A,Young,1
2797.37,0.0879,8.1,High School,East,Female,Group_C,Young,0
2496.64,0.3147,8.7,High School,East,Male,Group_B,Adult,0
2921.38,0.4745,7.2,High School,North,Male,Group_B,Adult,0
5777.33,0.2127,24.6,High School,Central,Male,Group_B,Young,0
5039.41,0.2517,8.1,High School,Central,Female,Group_A,Adult,0
6489.42,0.109,8.3,Bachelors,West,Male,Group_A,Adult,1
4754.35,0.5528,10.1,Masters,Central,Female,Group_D,Young,0
2557.18,0.5879,6.7,No Degree,Central,Female,Group_A,Young,0
6293.17,0.1744,8.6,Masters,Central,Male,Group_A,Adult,1
2973.98,0.0773,5.9,Masters,West,Male,Group_A,Adult,1
6790.69,0.2955,12.5,Bachelors,South,Female,Group_D,Young,1
2743.64,0.1368,5.2,Bachelors,East,Female,Group_A,Young,0
3485.13,0.1909,9.6,Masters,Central,Female,Group_D,Adult,0
4102.3,0.2951,14.0,High School,North,Male,Group_A,Young,0
6885.7,0.1613,4.4,High School,South,Male,Group_C,Adult,1
5366.86,0.0899,11.6,Bachelors,North,Female,Group_B,Adult,1
4964.17,0.1766,9.3,No Degree,Central,Female,Group_C,Young,0
12617.43,0.0796,5.5,Bachelors,West,Male,Group_A,Adult,1
1961.59,0.3381,11.1,High School,East,Female,Group_B,Adult,0
2924.3,0.6056,19.7,High School,North,Female,Group_C,Adult,0
2862.37,0.482,14.4,High School,North,Female,Group_B,Adult,0
2027.73,0.1298,11.4,High School,South,Female,Group_C,Senior,0
3429.74,0.102,6.4,Bachelors,East,Male,Group_D,Young,0
6931.87,0.4357,5.7,Masters,East,Male,Group_B,Young,0
3656.19,0.2817,10.9,High School,North,Male,Group_C,Adult,0
4160.95,0.2554,9.6,No Degree,Central,Female,Group_A,Adult,0
2077.09,0.2916,4.1,Masters,North,Female,Group_B,Adult,0
3300.2,0.3631,8.3,PhD,East,Male,Group_C,Adult,1
3901.63,0.2473,13.8,High School,North,Female,Group_B,Adult,1
6776.39,0.1337,3.0,Bachelors,Central,Male,Group_C,Adult,0
2127.16,0.2213,12.5,High School,West,Male,Group_A,Adult,0
3914.71,0.3368,7.3,High School,East,Female,Group_A,Adult,0
8462.58,0.2062,12.3,Bachelors,Central,Male,Group_A,Young,1
3934.18,0.2791,9.8,Masters,North,Female,Group_B,Adult,0
1706.53,0.2714,11.0,Masters,West,Female,Group_B,Senior,0
9316.92,0.2264,16.0,High School,East,Female,Group_C,Senior,0
7097.15,0.2193,3.9,High School,West,Male,Group_A,Adult,1
7590.85,0.1312,11.0,High School,West,Female,Group_B,Adult,1
2055.16,0.4265,6.0,Bachelors,West,Male,Group_A,Adult,0
10469.57,0.2765,5.7,Bachelors,West,Male,Group_B,Senior,1
3338.78,0.0329,9.4,High School,South,Male,Group_A,Adult,0
3809.6,0.5306,10.3,High School,East,Male,Group_D,Adult,0
3458.57,0.3359,11.5,High School,East,Female,Group_B,Adult,0
7890.92,0.4623,11.0,Masters,Central,Male,Group_B,Adult,1
4492.21,0.0882,10.8,Bachelors,West,Male,Group_A,Adult,1
6253.34,0.2291,6.1,High School,Central,Female,Group_C,Adult,0
5104.87,0.441,10.5,Masters,South,Female,Group_A,Young,0
4686.68,0.3321,8.0,Masters,Central,Male,Group_B,Adult,1
3061.34,0.1079,19.9,Masters,Central,Male,Group_D,Adult,1
12161.98,0.2334,11.0,No Degree,Central,Male,Group_C,Adult,0
2364.46,0.2569,12.2,High School,East,Male,Group_A,Senior,0
6039.8,0.2312,7.7,High School,South,Female,Group_A,Adult,0
5933.26,0.2273,11.0,High School,Central,Female,Group_B,Senior,1
8753.23,0.1969,12.2,Bachelors,South,Female,Group_C,Adult,0
9838.37,0.3817,8.2,Bachelors,North,Female,Group_B,Young,1
4588.49,0.1288,12.5,Bachelors,North,Non-Binary,Group_B,Adult,0
6407.33,0.471,9.9,No Degree,North,Female,Group_B,Adult,0
11877.92,0.2097,9.0,Masters,East,Male,Group_A,Senior,1
4757.19,0.4266,5.6,PhD,West,Female,Group_A,Adult,0
2883.57,0.1466,7.8,Masters,East,Male,Group_A,Adult,0
4055.24,0.0732,16.3,High School,East,Male,Group_B,Young,1
2559.78,0.2191,20.6,High School,West,Female,Group_A,Adult,1
5918.91,0.2282,5.7,Bachelors,South,Male,Group_C,Adult,0
8368.48,0.3606,11.3,Bachelors,West,Male,Group_C,Adult,0
4626.15,0.2116,14.1,No Degree,East,Female,Group_A,Senior,0
2185.33,0.1225,7.3,Bachelors,West,Female,Group_B,Adult,0
8191.28,0.1708,3.9,Masters,South,Male,Group_B,Adult,1
2022.02,0.1607,7.3,Bachelors,Central,Male,Group_C,Young,0
2268.84,0.1342,11.6,No Degree,West,Male,Group_C,Senior,0
4495.49,0.2361,15.6,High School,West,Female,Group_A,Young,0
5574.14,0.0671,5.9,Bachelors,South,Female,Group_C,Young,0
6070.06,0.3723,9.3,Masters,North,Female,Group_A,Adult,1
4754.9,0.1779,4.3,Masters,West,Female,Group_A,Adult,0
11849.27,0.379,10.2,High School,North,Male,Group_B,Senior,0
5077.55,0.232,2.7,Bachelors,West,Female,Group_A,Adult,0
8244.77,0.2219,14.5,High School,Central,Female,Group_A,Adult,1
7284.3,0.2943,9.0,Masters,Central,Female,Group_B,Adult,0
2574.89,0.5194,16.1,Masters,North,Female,Group_A,Adult,0
4514.88,0.4741,3.4,High School,North,Non-Binary,Group_A,Senior,0
14209.42,0.3395,10.9,High School,Central,Female,Group_A,Young,0
3819.31,0.2792,5.4,High School,South,Female,Group_C,Young,0
3507.61,0.0421,18.9,Bachelors,South,Male,Group_C,Senior,0
5352.33,0.1935,7.3,Masters,West,Female,Group_A,Adult,1
3888.35,0.6455,10.2,Bachelors,East,Male,Group_B,Young,0
3304.85,0.3125,13.0,High School,Central,Male,Group_A,Adult,0
3859.75,0.0509,10.0,PhD,Central,Male,Group_D,Adult,1
10056.81,0.3049,7.9,Bachelors,East,Female,Group_A,Adult,0
4590.25,0.2055,9.2,High School,Central,Female,Group_B,Adult,0
2529.97,0.5266,9.3,Bachelors,North,Female,Group_C,Adult,0
2307.98,0.3847,10.8,Masters,East,Female,Group_B,Young,0
14815.1,0.1958,5.5,High School,West,Female,Group_B,Young,1
4395.48,0.106,5.9,No Degree,West,Female,Group_A,Young,0
6107.6,0.0196,7.1,High School,Central,Female,Group_A,Young,1
3341.96,0.5278,9.4,No Degree,East,Female,Group_D,Adult,0
5770.38,0.3218,6.7,High School,West,Male,Group_A,Adult,0
10195.12,0.502,8.2,Bachelors,North,Female,Group_B,Adult,1
3547.04,0.3648,5.4,PhD,East,Male,Group_B,Young,1
6181.36,0.2613,7.1,Bachelors,East,Female,Group_A,Adult,0
2433.6,0.2584,3.0,Bachelors,North,Male,Group_B,Young,0
13513.35,0.0529,6.4,Masters,South,Female,Group_C,Adult,1
5621.02,0.2012,1.7,High School,West,Male,Group_D,Adult,1
3998.21,0.3421,8.5,High School,East,Male,Group_B,Young,0
4234.68,0.3762,13.6,Bachelors,Central,Male,Group_B,Adult,1
3808.46,0.5541,13.3,Masters,East,Male,Group_C,Senior,0
3907.09,0.2956,9.3,High School,West,Male,Group_B,Adult,0
1445.56,0.145,6.8,High School,West,Female,Group_B,Adult,0
4679.83,0.261,18.0,No Degree,East,Female,Group_A,Adult,1
4582.78,0.009,8.0,High School,Central,Female,Group_C,Adult,0
6275.01,0.1175,6.7,Masters,North,Female,Group_B,Adult,1
3783.59,0.3194,4.4,Bachelors,West,Male,Group_A,Adult,0
3342.53,0.3747,9.9,Bachelors,East,Male,Group_A,Young,0
4895.7,0.5197,9.2,High School,South,Female,Group_B,Young,0
2194.73,0.1547,5.1,High School,North,Female,Group_A,Senior,0
5280.16,0.1557,12.9,Bachelors,East,Female,Group_D,Adult,1
1937.38,0.1545,6.7,Bachelors,North,Male,Group_A,Young,0
8607.67,0.0822,10.4,No Degree,North,Female,Group_A,Young,1
6919.75,0.2879,3.5,High School,Central,Female,Group_D,Adult,0
3093.03,0.0537,6.6,Bachelors,Central,Male,Group_A,Adult,1
6840.18,0.1937,6.3,Bachelors,Central,Male,Group_A,Adult,1
5196.59,0.2661,4.6,Bachelors,East,Male,Group_D,Young,1
2967.56,0.4286,13.0,High School,North,Non-Binary,Group_A,Young,0
1787.48,0.7224,10.7,Bachelors,South,Male,Group_C,Adult,0
5757.27,0.2489,6.3,High School,Central,Male,Group_A,Young,0
3303.9,0.1135,12.4,High School,West,Male,Group_B,Adult,0
8497.14,0.5279,8.2,Bachelors,North,Female,Group_B,Senior,0
4949.38,0.3055,8.4,Bachelors,Central,Male,Group_A,Adult,0
3464.1,0.162,6.0,Bachelors,Central,Male,Group_A,Adult,1
12075.32,0.3332,14.7,High School,East,Male,Group_A,Adult,1
6556.57,0.0419,11.4,Masters,East,Male,Group_A,Senior,1
790.33,0.0305,5.6,Bachelors,North,Female,Group_D,Adult,0
3853.76,0.0866,5.7,High School,East,Female,Group_A,Adult,0
2460.1,0.4368,13.2,No Degree,Central,Male,Group_A,Young,0
3294.8,0.2145,4.4,Bachelors,South,Female,Group_A,Young,0
4571.67,0.1956,14.2,Masters,East,Female,Group_A,Adult,1
5866.56,0.2063,7.3,Masters,North,Female,Group_A,Senior,1
5600.9,0.1228,9.3,Masters,East,Male,Group_A,Adult,1
8424.81,0.1032,10.2,Bachelors,West,Non-Binary,Group_A,Young,1
6756.76,0.1933,8.2,No Degree,Central,Male,Group_C,Young,0
6551.0,0.5114,2.8,High School,West,Male,Group_B,Senior,0
5435.71,0.0809,7.2,PhD,North,Female,Group_B,Senior,1
9352.5,0.2087,24.2,High School,South,Female,Group_C,Adult,1
4195.89,0.5942,11.2,Bachelors,Central,Male,Group_C,Adult,0
4250.74,0.7079,8.1,No Degree,East,Male,Group_B,Senior,0
1895.45,0.5968,7.5,High School,Central,Male,Group_B,Adult,0
8333.86,0.1294,3.2,Bachelors,Central,Female,Group_A,Adult,1
4729.32,0.2145,8.3,No Degree,North,Female,Group_D,Adult,1
21307.25,0.3522,5.4,Bachelors,Central,Male,Group_B,Adult,1
4012.76,0.4651,14.2,Masters,East,Female,Group_A,Adult,0
5137.33,0.0935,13.5,Bachelors,Central,Male,Group_D,Adult,1
6459.15,0.4884,6.3,High School,West,Female,Group_A,Adult,0
2832.88,0.551,10.3,No Degree,Central,Female,Group_B,Adult,0
5879.78,0.2931,18.2,Bachelors,South,Male,Group_C,Adult,1
5000.69,0.4203,7.5,PhD,North,Male,Group_D,Adult,1
4222.39,0.1109,7.6,Masters,West,Male,Group_B,Adult,1
8833.46,0.262,4.5,High School,Central,Male,Group_B,Adult,1
3127.93,0.5681,12.8,Masters,North,Female,Group_A,Adult,0
5638.94,0.515,12.7,Masters,North,Female,Group_A,Adult,1
10171.37,0.3605,12.4,Bachelors,Central,Male,Group_B,Adult,1
3451.93,0.2002,14.4,Masters,Central,Female,Group_C,Adult,0
4236.77,0.0797,6.7,PhD,North,Male,Group_B,Adult,1
15877.4,0.1372,11.8,High School,East,Female,Group_A,Adult,1
6230.4,0.2506,5.5,Bachelors,South,Female,Group_C,Adult,0
3815.78,0.3855,8.3,Masters,West,Male,Group_B,Young,0
7341.6,0.4514,15.2,Bachelors,South,Female,Group_C,Adult,1
3699.5,0.3231,12.2,High School,Central,Female,Group_B,Senior,0
2247.43,0.3101,17.1,High School,North,Male,Group_C,Adult,0
9761.31,0.582,13.4,Bachelors,South,Female,Group_C,Young,0
2831.24,0.126,9.6,Bachelors,North,Male,Group_A,Adult,0
16745.02,0.3247,11.2,High School,East,Male,Group_B,Young,1
3848.1,0.4419,7.1,No Degree,South,Male,Group_C,Senior,0
14280.24,0.3452,21.9,PhD,Central,Female,Group_D,Young,1
2479.13,0.3557,9.0,High School,East,Female,Group_B,Adult,0
8207.03,0.2757,4.8,Bachelors,West,Male,Group_D,Adult,0
6309.82,0.1007,12.4,Bachelors,West,Male,Group_A,Young,1
7471.66,0.0649,7.2,High School,East,Male,Group_B,Young,1
7974.56,0.3755,6.3,Bachelors,East,Male,Group_D,Young,0
3831.94,0.2213,11.1,High School,Central,Female,Group_B,Adult,0
2554.41,0.2164,7.4,Bachelors,West,Male,Group_D,Senior,0
4791.22,0.4225,10.3,High School,South,Female,Group_B,Senior,0
5494.57,0.3353,3.0,Bachelors,North,Female,Group_A,Adult,0
3881.89,0.4723,14.6,No Degree,South,Male,Group_C,Adult,0
5646.42,0.5142,4.7,High School,North,Female,Group_A,Senior,0
5795.36,0.3893,7.7,Bachelors,South,Female,Group_C,Young,0
3118.12,0.1425,19.5,Bachelors,South,Male,Group_B,Adult,0
5987.84,0.1962,6.0,High School,Central,Female,Group_A,Adult,1
4300.1,0.2515,8.0,Masters,South,Female,Group_C,Adult,0
3463.41,0.1685,12.2,High School,Central,Male,Group_A,Adult,1
7285.84,0.5787,12.6,Bachelors,West,Female,Group_D,Adult,0
3332.59,0.0265,12.2,No Degree,Central,Female,Group_A,Adult,0
3911.46,0.0588,13.9,High School,East,Female,Group_C,Adult,1
5095.05,0.6288,8.9,High School,North,Female,Group_C,Adult,0
9770.82,0.2461,11.2,High School,South,Female,Group_C,Adult,0
5412.1,0.187,11.5,Bachelors,West,Male,Group_A,Young,1
6400.58,0.398,9.7,Bachelors,West,Female,Group_B,Senior,1
4235.17,0.0208,6.5,High School,East,Female,Group_B,Senior,0
4725.63,0.2264,15.0,Bachelors,West,Female,Group_B,Adult,0
4796.11,0.2169,8.9,Bachelors,West,Male,Group_D,Adult,0
5691.07,0.2345,9.3,High School,North,Female,Group_A,Adult,0
4238.72,0.727,7.8,Bachelors,Central,Female,Group_B,Adult,0
9604.62,0.8218,8.1,No Degree,North,Female,Group_A,Adult,0
4078.22,0.1948,8.9,High School,Central,Male,Group_A,Young,0
2093.05,0.3961,3.8,High School,North,Female,Group_A,Adult,0
19368.4,0.3324,8.9,High School,Central,Male,Group_B,Senior,1
4172.69,0.3279,11.1,Masters,South,Female,Group_C,Adult,0
9476.64,0.1722,7.1,Masters,Central,Male,Group_B,Adult,1
9920.87,0.0788,15.2,Bachelors,West,Male,Group_A,Young,1
7884.13,0.1569,13.4,Masters,Central,Female,Group_A,Adult,1
4451.46,0.2218,10.9,High School,North,Male,Group_B,Young,0
5672.26,0.0416,9.8,Bachelors,East,Female,Group_A,Adult,1
2598.64,0.7048,10.7,Bachelors,Central,Female,Group_B,Adult,0
13294.08,0.1688,4.0,Bachelors,West,Male,Group_A,Senior,1
3210.23,0.6242,8.9,Bachelors,Central,Male,Group_A,Adult,0
4328.82,0.3617,13.6,High School,Central,Female,Group_D,Young,0
5164.14,0.1561,2.5,High School,South,Female,Group_C,Adult,1
4657.71,0.262,6.8,High School,North,Female,Group_A,Young,0
3538.87,0.254,10.3,No Degree,Central,Female,Group_B,Adult,0
9869.16,0.2357,9.8,No Degree,East,Male,Group_A,Young,1
7904.12,0.3711,10.9,Masters,North,Male,Group_A,Adult,1
5773.44,0.1115,12.8,No Degree,South,Female,Group_C,Adult,0
4024.77,0.552,5.7,Masters,West,Male,Group_A,Adult,0
8367.73,0.2461,9.5,High School,South,Non-Binary,Group_C,Adult,0
3896.23,0.2304,10.1,No Degree,East,Male,Group_B,Adult,0
10777.28,0.0863,9.0,High School,Central,Male,Group_D,Adult,1
5195.82,0.3971,3.4,High School,Central,Female,Group_C,Young,0
9089.64,0.3954,13.6,Bachelors,West,Female,Group_B,Senior,1
4642.88,0.2188,4.7,No Degree,North,Female,Group_B,Young,0
5093.73,0.0884,4.8,Masters,East,Female,Group_D,Adult,0
9069.85,0.1628,19.8,High School,East,Female,Group_B,Young,1
14720.0,0.2934,9.0,High School,North,Male,Group_A,Adult,1
10723.4,0.1507,10.7,Masters,Central,Male,Group_A,Adult,1
7620.27,0.2769,15.4,Bachelors,North,Non-Binary,Group_D,Senior,1
6598.79,0.2489,4.9,No Degree,Central,Female,Group_B,Adult,0
3814.35,0.4802,8.1,No Degree,Central,Female,Group_D,Adult,0
5696.54,0.3231,12.1,Bachelors,Central,Female,Group_A,Young,1
3113.41,0.226,3.3,High School,North,Male,Group_D,Adult,0
5930.66,0.3712,13.1,Bachelors,North,Female,Group_D,Adult,1
6124.33,0.1889,8.6,Masters,South,Male,Group_C,Young,1
1843.79,0.2024,15.0,Masters,North,Female,Group_C,Young,0
5010.89,0.5432,4.5,High School,South,Male,Group_C,Young,0
6047.73,0.1938,3.9,High School,North,Male,Group_A,Adult,0
4713.31,0.3574,22.7,No Degree,South,Female,Group_C,Adult,0
5878.31,0.0732,13.2,High School,North,Male,Group_A,Adult,1
2512.76,0.2049,9.9,High School,Central,Female,Group_B,Adult,0
3334.47,0.6718,10.8,High School,East,Male,Group_B,Adult,0
8245.88,0.2211,15.1,Masters,Central,Male,Group_B,Senior,1
4916.17,0.3612,15.7,High School,North,Male,Group_D,Adult,0
5825.15,0.4289,3.3,Bachelors,South,Male,Group_A,Adult,0
3739.62,0.4434,7.3,Bachelors,East,Female,Group_A,Adult,0
4962.91,0.0744,15.3,High School,Central,Male,Group_A,Adult,0
1554.63,0.3774,4.6,Bachelors,West,Female,Group_D,Adult,0
7502.61,0.1538,12.2,High School,Central,Male,Group_A,Adult,1
12136.42,0.537,4.8,High School,North,Male,Group_D,Adult,0
2885.61,0.7254,7.5,Bachelors,North,Male,Group_A,Adult,0
3071.23,0.4261,4.9,Bachelors,West,Male,Group_B,Adult,0
6126.87,0.1563,9.1,Masters,Central,Male,Group_A,Adult,1
10269.56,0.4279,9.0,PhD,East,Female,Group_B,Young,1
4909.62,0.4252,8.5,No Degree,East,Male,Group_A,Senior,0
2658.03,0.2569,8.8,Bachelors,East,Female,Group_A,Adult,0
4427.95,0.6762,2.2,High School,Central,Male,Group_A,Adult,0
2936.68,0.2361,14.0,High School,West,Female,Group_A,Adult,1
3517.75,0.1313,11.5,Bachelors,South,Male,Group_C,Adult,0
4221.64,0.0879,7.3,High School,South,Male,Group_D,Adult,1
3088.18,0.2055,6.3,Bachelors,West,Female,Group_B,Young,0
3331.06,0.0486,9.6,Bachelors,Central,Female,Group_B,Adult,0
5101.38,0.2213,8.7,No Degree,North,Male,Group_A,Adult,0
5472.65,0.0867,10.3,High School,West,Female,Group_D,Adult,1
2411.51,0.3066,13.1,Bachelors,Central,Male,Group_B,Adult,0
5992.06,0.4469,11.1,Bachelors,North,Male,Group_D,Adult,0
4060.38,0.4208,5.4,High School,West,Male,Group_A,Young,0
7045.4,0.3379,18.3,High School,West,Female,Group_A,Young,0
7260.83,0.3661,5.5,Bachelors,West,Male,Group_A,Adult,1
3743.32,0.1905,10.5,Masters,North,Male,Group_B,Adult,0
6681.34,0.174,8.4,Bachelors,Central,Male,Group_B,Adult,1
3234.15,0.1607,11.4,Bachelors,Central,Male,Group_C,Young,0
9526.96,0.119,13.1,No Degree,East,Male,Group_A,Adult,1
3295.89,0.3554,15.7,Bachelors,North,Male,Group_C,Senior,0
5862.75,0.2893,3.7,Bachelors,North,Female,Group_B,Senior,0
4474.7,0.3236,13.4,High School,West,Male,Group_D,Adult,1
2955.88,0.1719,9.3,Bachelors,East,Male,Group_A,Young,0
7711.42,0.1093,6.8,High School,Central,Male,Group_A,Young,0
3615.31,0.0542,13.5,High School,West,Female,Group_C,Adult,0
2100.57,0.058,8.0,Bachelors,West,Female,Group_A,Young,0
1163.27,0.3062,9.9,High School,East,Male,Group_D,Young,0
3173.14,0.1883,3.8,High School,East,Female,Group_B,Adult,0
9778.63,0.3602,9.3,High School,South,Male,Group_C,Young,0
9217.59,0.0421,16.6,PhD,West,Non-Binary,Group_B,Young,1
3431.32,0.1454,2.7,Masters,North,Male,Group_C,Adult,0
4075.6,0.6542,7.6,PhD,West,Male,Group_B,Adult,0
3895.37,0.3401,7.8,Masters,Central,Female,Group_D,Young,0
2523.2,0.248,4.8,Masters,East,Male,Group_B,Young,0
3058.21,0.0747,6.3,Bachelors,Central,Female,Group_D,Young,0
8027.07,0.0828,6.9,Masters,West,Female,Group_D,Adult,1
6322.97,0.1069,12.1,Bachelors,Central,Female,Group_A,Adult,1
5633.83,0.4913,6.0,High School,East,Male,Group_B,Adult,0
2521.04,0.2353,10.2,High School,North,Female,Group_A,Senior,0
5168.57,0.4021,4.0,Bachelors,West,Female,Group_D,Adult,0
1553.21,0.5404,6.2,Masters,Central,Male,Group_B,Young,0
7490.58,0.1401,11.4,High School,Central,Male,Group_B,Young,0
5593.09,0.2626,12.2,High School,North,Female,Group_A,Senior,0
2508.36,0.6673,9.6,High School,South,Female,Group_B,Adult,0
11028.22,0.1356,10.6,Masters,North,Male,Group_D,Adult,1
2002.03,0.0963,8.4,High School,East,Female,Group_D,Adult,0
6407.04,0.2758,5.8,Masters,West,Male,Group_B,Young,0
6487.2,0.1004,6.9,No Degree,West,Female,Group_B,Adult,1
2644.31,0.0152,20.4,PhD,South,Female,Group_C,Adult,1
4822.63,0.4801,21.3,Masters,West,Male,Group_B,Adult,1
2168.06,0.2091,4.2,Masters,North,Male,Group_B,Adult,0
1184.19,0.2768,8.3,PhD,West,Female,Group_B,Adult,0
2881.49,0.2872,7.3,Bachelors,West,Male,Group_B,Senior,0
3610.81,0.6725,6.1,High School,Central,Male,Group_A,Senior,0
6782.68,0.1319,15.5,Masters,South,Female,Group_C,Adult,0
5083.24,0.2239,5.4,No Degree,North,Female,Group_C,Adult,0
5150.11,0.3229,11.9,Bachelors,East,Female,Group_A,Adult,0
2959.54,0.0444,5.7,No Degree,South,Female,Group_D,Adult,0
3770.62,0.1048,16.7,Masters,West,Female,Group_B,Adult,1
3087.25,0.296,4.3,High School,South,Female,Group_C,Young,0
2663.81,0.201,11.2,High School,West,Male,Group_A,Adult,0
3652.44,0.4432,13.4,Bachelors,Central,Male,Group_D,Adult,0
5101.33,0.5041,10.6,High School,East,Female,Group_A,Adult,0
3691.1,0.2057,6.9,Bachelors,North,Female,Group_A,Adult,0
4180.76,0.2365,8.3,High School,Central,Male,Group_A,Senior,0
6956.68,0.1307,9.5,No Degree,West,Male,Group_A,Young,1
3826.18,0.1634,4.1,High School,North,Male,Group_B,Young,0
2522.53,0.1059,3.4,Bachelors,East,Male,Group_B,Senior,0
6514.12,0.0336,5.8,High School,North,Female,Group_A,Adult,1
5613.47,0.0512,25.1,Masters,Central,Female,Group_B,Young,1
5792.56,0.2092,9.8,No Degree,Central,Female,Group_A,Adult,0
6720.51,0.1178,13.7,No Degree,Central,Female,Group_A,Young,1
6175.35,0.1138,8.2,High School,North,Male,Group_B,Young,0
4985.88,0.3998,5.1,Masters,North,Male,Group_A,Senior,1
16248.02,0.0298,7.7,Masters,West,Female,Group_A,Young,1
2585.09,0.0398,15.3,Masters,Central,Female,Group_A,Adult,1
3665.76,0.0186,9.9,High School,West,Male,Group_B,Adult,1
7971.81,0.1066,13.3,High School,West,Female,Group_C,Adult,0
5277.95,0.2,15.7,Masters,Central,Male,Group_B,Senior,1
7179.33,0.452,13.1,High School,West,Male,Group_D,Senior,0
5350.14,0.3477,6.6,Masters,Central,Male,Group_C,Adult,0
9769.58,0.4501,9.2,High School,West,Male,Group_A,Adult,0
2969.78,0.1722,9.1,Bachelors,South,Male,Group_B,Adult,1
9616.45,0.6279,14.1,Masters,East,Male,Group_C,Senior,0
8826.36,0.4465,10.7,No Degree,West,Male,Group_C,Adult,0
2683.44,0.4958,20.3,High School,South,Male,Group_C,Young,0
6736.75,0.369,9.4,High School,South,Female,Group_B,Young,0
4810.13,0.3894,15.6,Masters,West,Female,Group_B,Adult,1
3628.99,0.3059,8.5,High School,North,Female,Group_B,Adult,0
1911.59,0.2016,8.1,Masters,South,Female,Group_C,Adult,0
2964.88,0.6501,19.4,High School,North,Female,Group_A,Senior,0
7002.74,0.4068,9.0,Bachelors,Central,Male,Group_B,Young,0
7382.89,0.6509,10.4,Masters,East,Male,Group_A,Adult,0
4423.32,0.184,7.0,No Degree,West,Female,Group_D,Adult,0
7394.51,0.2378,5.6,High School,North,Female,Group_A,Senior,0
7884.31,0.4394,7.3,High School,South,Female,Group_C,Young,0
5309.86,0.2677,5.7,PhD,South,Female,Group_C,Adult,0
3424.92,0.3233,9.6,High School,South,Male,Group_C,Adult,0
6127.41,0.1061,13.9,No Degree,East,Female,Group_B,Adult,1
6269.75,0.2864,2.9,High School,South,Non-Binary,Group_C,Adult,0
6884.12,0.1787,6.7,Bachelors,North,Male,Group_B,Adult,1
